,sys,rnd,msg,itr,dvfs,rapl,joules,time,edp,llcmiss_total,cycles_total,ins_total,num_interrupts
217,linux,4,8192,1,0x1700,135,1792960.0,3729870165.0,3343754005519200.0,19967286941928,1857405736893211.0,1100819823736405,10026
218,linux,7,65536,36,0x1800,135,1985684.0,3489483909.0,3464506183179378.0,23406078621181,3129303380214613.0,2177314454432786,32174
219,linux,0,65536,36,0x1D00,135,2324607.0,3564435620.0,4142955996650670.0,8353659127090,935329558863829.0,709999305362398,33134
220,ebbrt,5,65536,60,0x1600,135,1633481.0,3558980010.0,2906763112857405.0,124522697,268684567356.0,389555644312,19992
221,linux,5,8192,0,0x1900,135,517115.0,842701412.0,217886770333190.0,5983497315635,552451028678084.0,331686414272699,39356
222,ebbrt,8,524288,60,0x1100,135,6279342.0,14326167116.0,4.497945143525883e+16,4212014260,5227887184264.0,5872368968581,80378
223,linux,0,8192,6,0x1D00,135,553135.0,808342401.0,223561236988567.5,188047896697,20909861892122.0,14314229017769,26904
224,ebbrt,1,8192,40,0x1900,135,474204.0,1184878346.0,280937025593292.0,11882990,12288630829.0,6119255767,9999
225,linux,6,65536,12,0x1500,135,1454440.0,2632507249.0,1914411921617780.0,12019342383376,1749332961432822.0,1194201638107286,70531
226,ebbrt,4,65536,8,0xC00,135,888821.0,2164943012.0,962123406434426.0,149909066,180178960673.0,92469029242,77984
227,linux,0,524288,24,0x1900,135,8797482.0,14098485388.0,6.201558571409651e+16,91066565194718,1.2527076905804968e+16,9435774133552612,197404
228,linux,5,64,40,0x1800,135,588061.0,1175913315.0,345754379966107.5,5728972885296,362689923184086.0,169174301914751,9888
229,linux,1,64,28,0x1100,135,386834.0,831089506.0,160746838982002.0,2083852624044,123992121758338.0,65001949278215,9989
230,ebbrt,9,8192,24,0x1100,135,287648.0,712987184.0,102544668751616.0,7281998,7500286639.0,3723779443,10048
231,linux,3,524288,40,0x1700,135,8168904.0,14341456962.0,5.8576992571354824e+16,741304783594814,8.80843063855719e+16,69055574365270396,120490
232,ebbrt,4,64,16,0x1B00,135,202039.0,472114530.0,47692773763335.0,3548091,4767514360.0,2151063471,9981
233,linux,2,64,28,0x1B00,135,499885.0,815228150.0,203760161881375.0,1625374161741,107485252579922.0,50900963755216,9733
234,linux,1,65536,36,0x1700,135,1932568.0,3484700427.0,3367210267403268.0,19297625321535,2179789487961068.0,1579480252050430,32244
235,linux,4,524288,12,0x1200,135,7403219.0,14319862040.0,5.300653736595338e+16,876326558164566,1.0432507576286459e+17,82285933178212915,384071
236,linux,9,524288,80,0xF00,135,7050892.0,15497558802.0,5.46358066882757e+16,480501337291345,5.717863688024004e+16,44338865824921625,64074
237,ebbrt,0,8192,6,0xC00,135,287150.0,677772041.0,97311120786575.0,161203270,31319004880.0,6080905395,19985
238,ebbrt,9,65536,28,0x1100,135,1058570.0,2427102773.0,1284629091207305.0,109528817,125497117048.0,107996889321,28971
239,linux,3,8192,32,0x1500,135,643665.0,1233477064.0,396973007199780.0,5862048786628,559846435846629.0,334535241350640,12912
240,linux,7,64,20,0xF00,135,268063.0,597396118.0,80069897789717.0,5755009841349,386009697172752.0,205686628601196,9991
241,linux,6,524288,60,0x1900,135,8767683.0,15150859103.0,6.641896489638418e+16,175727514415160,2.1232757445424664e+16,16081512075238274,80244
242,linux,2,8192,36,0x1000,135,716818.0,1591266892.0,570324375494828.0,5009895599570,515579804433253.0,309336517306750,14710
243,linux,0,65536,12,0x1100,135,1423401.0,2900073886.0,2063984034703143.0,3120905993665,415291515816050.0,322525925468960,74457
244,linux,3,65536,1,0x1000,135,2008734.0,4343812670.0,4362782099929890.0,5596364335020,732820080825497.0,535265284113087,57039
245,ebbrt,7,8192,8,0x1100,135,369225.0,754478722.0,139286203065225.0,153948166,50080473126.0,5610393112,18502
246,ebbrt,3,64,20,0xF00,135,236967.0,590802877.0,70000392677029.5,4805526,6057190801.0,2719580276,9989
247,linux,8,524288,24,0x1D00,135,9765554.0,14037920162.0,6.854403369484987e+16,322124465715178,3.861806200228215e+16,29465537670839966,196506
248,ebbrt,1,8192,20,0x1000,135,297246.0,739605270.0,109922354043210.0,9049953,9492151401.0,4350284131,12494
249,ebbrt,7,8192,24,0x1100,135,304686.0,760385318.0,115839380500074.0,8140900,8513366558.0,4194399288,10690
250,linux,3,65536,36,0xC00,135,1531057.0,3637660035.0,2784732430103497.5,7214618773694,1000343174413368.0,701382557276895,33832
251,linux,8,64,80,0x1600,135,1063600.0,2362225340.0,1256231435812000.0,26348839834033,1732462048596906.0,918132064401600,9950
252,ebbrt,8,8192,6,0x1D00,135,346131.0,635443544.0,109973354664132.0,10819889,16195846451.0,6003246027,25738
253,ebbrt,3,8192,8,0x1B00,135,347455.0,673913840.0,117077366638600.0,10462454,14814821847.0,5426037986,21737
254,linux,0,524288,8,0x1600,135,8364208.0,14032157069.0,5.8683940206893176e+16,47513448807461,6844546659972248.0,5060570694978156,457019
255,linux,2,524288,36,0x1800,135,8435638.0,14411119084.0,6.078349188375779e+16,528276226907185,6.363329613194362e+16,50143098456825022,134705
256,linux,6,524288,36,0x1800,135,8409502.0,14401261587.0,6.055371905919984e+16,153166270885705,1.882015571272943e+16,14112385672664910,134605
257,linux,0,8192,0,0x1000,135,443874.0,939693919.0,208552849301103.0,197082858453,16851707947487.0,12214773389611,34276
258,ebbrt,6,524288,32,0x1700,135,6927729.0,13943199923.0,4.829735522968243e+16,4807275322,6066348071166.0,5840760928660,142846
259,ebbrt,3,8192,6,0x1A00,135,324738.0,629957783.0,102285615267927.0,10917837,15793894587.0,5947024917,25473
260,linux,5,64,36,0xF00,135,449489.0,1025916441.0,230569077574324.5,7344026531968,493862739165144.0,264235195257228,9608
261,ebbrt,4,65536,80,0x1A00,135,1559602.0,3554734352.0,2771985402423952.0,139388987,154785745335.0,155437258883,14973
262,ebbrt,6,64,12,0x1800,135,281725.0,493696232.0,69543285480100.0,51527560,19530795874.0,2209477853,7263
263,ebbrt,4,65536,8,0x1900,135,1151410.0,2170064652.0,1249317070479660.0,149092540,190331310934.0,93725487579,74357
264,linux,5,524288,80,0x1C00,135,9276927.0,15541298677.0,7.208774665586278e+16,82006571829395,1.0078613901631722e+16,7474102769188648,64993
265,linux,1,64,4,0x1D00,135,272544.0,393660390.0,53644888666080.0,282000213595,20981430596660.0,10421972540992,14965
266,ebbrt,9,8192,12,0x1800,135,354779.0,756136412.0,134130660056474.0,10688923,15009898959.0,5282754247,19442
267,linux,5,64,12,0x1900,135,282325.0,475619882.0,67139691592825.0,2189960660033,139089942355622.0,64892386349427,9996
268,linux,9,8192,4,0x1500,135,506740.0,933244079.0,236456052296230.0,13676707511395,1161848704490687.0,688296169580123,39011
269,ebbrt,3,8192,32,0x1800,135,379118.0,948543185.0,179804897605415.0,9827098,9952228106.0,4904056606,10007
270,linux,8,524288,80,0xF00,135,7077350.0,15523221935.0,5.493163738083613e+16,380116428193052,4.499368368694779e+16,34209045788251941,63989
271,linux,1,524288,32,0xC00,135,6758088.0,15651586636.0,5.288739991285598e+16,356397374112181,4.430451498122899e+16,35568602666646696,158739
272,ebbrt,0,65536,60,0x1B00,135,1827440.0,3510577792.0,3207685140106240.0,122569963,301550921647.0,443959255736,19731
273,ebbrt,0,64,12,0x1600,135,275063.0,505250127.0,69487807841500.5,54030493,19853647023.0,2266878922,7420
274,ebbrt,0,65536,32,0xF00,135,1009713.0,2378990789.0,1201048963266778.5,107933619,125033362290.0,124000547003,24987
275,linux,2,8192,24,0x1100,135,581867.0,1221846894.0,355476193335549.0,3705712450464,378190292729493.0,227460142310325,17135
276,linux,3,65536,80,0x1C00,135,3286939.0,5855219466.0,9622874608177288.0,11896911097472,1641101157731005.0,1146117910569588,24652
277,linux,7,524288,20,0x1C00,135,9674394.0,13984372749.0,6.764516590834455e+16,224521191525598,2.717427560838383e+16,20794945289636481,234646
278,linux,9,64,28,0x1600,135,442769.0,829739300.0,183691420060850.0,10416099050918,692549247609948.0,367745614034056,10000
279,ebbrt,1,524288,12,0xC00,135,5881632.0,13832162123.0,4.067784368591237e+16,37039881997,12644929067157.0,3450642275430,273137
280,linux,2,524288,16,0x1C00,135,9708546.0,13939716860.0,6.766719118114278e+16,461740515684389,5.6133788183274744e+16,44677636977996011,291228
281,linux,8,8192,24,0x1B00,135,695575.0,1106222958.0,384730517005425.0,14242861062608,1251808681833222.0,746651102583953,15031
282,ebbrt,3,524288,80,0x1500,135,6986054.0,14945123775.0,5.220372086441693e+16,4031391393,4393177073307.0,4493348475057,62922
283,ebbrt,4,524288,24,0x1C00,135,7338835.0,13902946231.0,5.101571420159044e+16,4370249789,5686213817321.0,4608777142851,188017
284,linux,2,524288,12,0x1000,135,7170038.0,14706447737.0,5.2722894559652e+16,480957737845462,5.843302155482266e+16,46399675014149547,382224
285,ebbrt,1,64,36,0x1700,135,425648.0,1065450027.0,226753336546248.0,8265878,10464215264.0,4757804421,9990
286,linux,9,64,4,0x1700,135,241249.0,417467706.0,50356833302397.0,5000526321938,333354519850294.0,177130991661352,14980
287,linux,3,8192,4,0x1B00,135,586146.0,899210348.0,263534274319404.0,3453046869790,344900293757641.0,204227286136728,37681
288,ebbrt,3,65536,24,0x1200,135,1107846.0,2528190351.0,1400422783796973.0,121305015,147388683963.0,121492812617,34563
289,linux,7,524288,80,0x1500,135,8032108.0,15543073034.0,6.242182063048784e+16,283134459781015,3.342868526287235e+16,25399908504040720,63764
290,linux,4,8192,24,0x1C00,135,747000.0,1157077049.0,432168277801500.0,7556837546760,681642674340843.0,410438500410930,15015
291,linux,2,64,28,0x1C00,135,474912.0,753586270.0,178943581329120.0,1502483322062,99202289393723.0,46954150390417,9023
292,ebbrt,5,65536,40,0x1C00,135,1378514.0,2948893237.0,2032545305854909.0,144801662,188973525170.0,179799447487,24867
293,ebbrt,4,524288,60,0x1000,135,6164607.0,14297782214.0,4.407010416044995e+16,4222070477,5161756275258.0,5770507096875,80203
294,linux,5,8192,6,0x1800,135,496430.0,841694318.0,208921155142370.0,5993517096160,561241772876812.0,336849861883360,26228
295,ebbrt,0,64,6,0x1D00,135,160825.0,320994493.0,25811969668362.5,2399965,3559608692.0,1461853747,9986
296,ebbrt,5,8192,6,0x1800,135,316801.0,623662313.0,98788422210356.5,11019581,15448879242.0,5900449362,25675
297,linux,9,65536,60,0x1A00,135,2571076.0,4745838835.0,6100956164268230.0,40003412965634,5555431763387477.0,3844434566881737,26620
298,ebbrt,4,8192,16,0x1C00,135,393481.0,938308050.0,184603194911025.0,14730595,18575594797.0,8311328845,19775
299,ebbrt,1,65536,40,0x1200,135,1079395.0,2411493655.0,1301477096869362.5,86454471,120926027597.0,135338571156,20331
300,linux,3,65536,36,0x1200,135,1771389.0,3649980884.0,3232767994063938.0,7218884647968,999403704870719.0,701206868878987,33587
301,ebbrt,5,8192,40,0x1A00,135,474452.0,1184865934.0,281081006059084.0,11793951,12290599399.0,6130669075,10000
302,linux,1,65536,4,0x1100,135,1457406.0,2949260474.0,2149134955185222.0,11847795131143,1293501308561962.0,933935903708169,90043
303,ebbrt,9,64,20,0x1600,135,238733.0,590920387.0,70536098374835.5,4702244,5976449168.0,2717877182,9974
304,linux,5,64,36,0x1100,135,469781.0,1031018507.0,242176452618483.5,7339782912501,494931444241358.0,264946450739708,9670
305,linux,5,64,6,0x1A00,135,286051.0,466899502.0,66778534723301.0,2128046681243,134419839290983.0,62574760187140,9997
306,linux,5,524288,80,0x1200,135,7576252.0,15614179226.0,5.914847829467048e+16,86240124260497,1.0515087447339132e+16,7777903023227921,64449
307,linux,9,8192,8,0xC00,135,465506.0,1102010277.0,256496198002581.0,16235734214007,1386945972708013.0,822348606095215,26562
308,linux,5,524288,12,0x1B00,135,9460011.0,13888749146.0,6.56938598487003e+16,27014398488397,3685091304423441.0,2434842341989272,380203
309,ebbrt,6,8192,28,0x1700,135,332651.0,829625999.0,137987959096674.5,8619371,8754925727.0,4332880071,10010
310,ebbrt,7,8192,8,0xC00,135,362309.0,857633559.0,155364178563865.5,195661865,49024892019.0,6760045095,20401
311,linux,4,65536,0,0x1800,135,1724977.0,2846121911.0,2454747417835523.5,7019648600886,930888683077750.0,644853896568473,133324
312,linux,7,65536,60,0x1200,135,2192384.0,4720902926.0,5175016020257792.0,31411163303626,4203573701749538.0,2920669511417084,26468
313,ebbrt,5,65536,8,0x1600,135,1083511.0,2175379407.0,1178523758328988.5,148673220,186914137642.0,93934236489,74376
314,linux,2,65536,80,0xF00,135,2684882.0,6206864397.0,8332349247973077.0,7186964967895,923913959743879.0,683828199991929,26130
315,ebbrt,7,8192,16,0x1500,135,399258.0,941429308.0,187936591326732.0,14703755,18515668970.0,8341537303,19835
316,linux,7,64,32,0x1D00,135,578658.0,908359936.0,262814871922944.0,5058831371314,344997252920417.0,165409516211179,9543
317,linux,5,65536,20,0x1900,135,1747275.0,2859377641.0,2498059533839137.5,10772721000119,1533273815442473.0,1048496106555662,48108
318,ebbrt,7,64,20,0x1200,135,237078.0,590980763.0,70054268665257.0,4740514,6077370560.0,2720733219,9986
319,linux,8,65536,16,0xC00,135,1351916.0,3175865594.0,2146751755189052.0,24109158938104,3252927591415864.0,2285155221570209,60303
320,ebbrt,7,524288,16,0x1800,135,6912312.0,13775600897.0,4.761062569377194e+16,5054979915,6406392143056.0,4220684767928,274214
321,linux,0,65536,24,0x1500,135,1539322.0,2844694675.0,2189450548255175.0,4297683733046,568434014333751.0,433584378415107,39930
322,ebbrt,0,524288,16,0x1100,135,6137214.0,13796371704.0,4.233564278549633e+16,5170805588,6416110841988.0,4526815893527,271911
323,linux,9,8192,1,0x1200,135,1641996.0,3732633326.0,3064484495379348.0,52737787892020,4461788272845724.0,2638998357665097,10010
324,ebbrt,9,64,8,0xF00,135,207514.0,457949826.0,47515500096282.0,36052533,14322798349.0,2056964983,8253
325,linux,1,65536,32,0x1000,135,1592654.0,3410060824.0,2715523505793448.0,18587929723515,2100280485492717.0,1524983723654140,35705
326,linux,8,8192,0,0x1A00,135,518467.0,819395697.0,212414814418249.5,9914095061599,876851087186071.0,521474788928243,39453
327,ebbrt,1,64,40,0xC00,135,470483.0,1181851036.0,278020410485194.0,9264496,11784816325.0,5314456865,9985
328,ebbrt,7,65536,60,0x1800,135,1462123.0,3559053594.0,2601887059010031.0,114905232,104462358988.0,82700980697,19995
329,ebbrt,1,8192,80,0x1600,135,943610.0,2371858207.0,1119054561353635.0,23101822,24007539290.0,12215016435,10000
330,ebbrt,9,8192,36,0x1100,135,426918.0,1065504185.0,227441457825915.0,10718893,11011533143.0,5414423149,10005
331,linux,2,8192,36,0x1200,135,738650.0,1553712157.0,573824742384025.0,4886076663962,502291096815875.0,301360183199107,14422
332,linux,8,64,4,0xF00,135,220436.0,478921414.0,52785760408252.0,5128910541494,342128156132770.0,181793261268683,15021
333,linux,3,524288,24,0x1800,135,8432522.0,14101490087.0,5.94555626957047e+16,692303664847817,8.2830314469176e+16,65224240882279717,197160
334,linux,4,8192,1,0x1800,135,1789811.0,3652928628.0,3269025920304654.0,19547556984370,1817712404814507.0,1077306240975609,9954
335,linux,7,65536,4,0xC00,135,1403884.0,3270481601.0,2295688395969142.0,18734408898230,2604688642042378.0,1783327255600848,76685
336,linux,0,65536,6,0x1C00,135,1781651.0,2549743618.0,2271376633376659.0,728213807292,144124203337382.0,93599873590388,87329
337,linux,9,524288,0,0x1800,135,10675908.0,15595913215.0,8.325026732966211e+16,285020885783944,1.1074545090110048e+17,88880433256759089,913183
338,linux,8,64,12,0x1D00,135,313192.0,464816976.0,72788479173696.0,3126960879153,204175382715990.0,96289458590443,9994
339,linux,1,65536,40,0x1700,135,2033381.0,3752252986.0,3814879964462833.0,20970160666393,2386042100123979.0,1723198711748822,31365
340,linux,1,64,8,0x1500,135,267813.0,507939849.0,68016447390118.5,1132752893859,64185316619296.0,33148682487136,10000
341,linux,2,64,80,0xC00,135,955165.0,2372404457.0,1133018851585202.5,7875192356344,545267536139318.0,293332936715358,9986
342,linux,1,64,1,0x1500,135,264937.0,499345103.0,66147496776755.5,796926939512,48316298958997.0,25164707775323,10023
343,ebbrt,7,8192,6,0x1B00,135,333337.0,635232246.0,105873205592451.0,10864586,16005029496.0,6002116301,25611
344,ebbrt,7,65536,28,0x1D00,135,1225222.0,2276854100.0,1394825867055100.0,104946611,126372061417.0,110579248346,27262
345,linux,8,524288,8,0x1200,135,7609780.0,14501290623.0,5.517581567854647e+16,313339392281896,3.742849217826222e+16,28439516889332584,442664
346,linux,4,65536,28,0x1000,135,1549419.0,3303216877.0,2559033495172231.5,10448003149440,1396887862893485.0,978736936373824,39691
347,linux,5,524288,40,0x1600,135,7961359.0,14429821762.0,5.744049567664728e+16,70053766010940,8854208954536478.0,6603892819630354,121277
348,linux,3,64,0,0x1700,135,244232.0,420353617.0,51331902293572.0,1506376889699,107446730424949.0,58147904182724,15027
349,ebbrt,2,65536,8,0x1700,135,1109091.0,2170367770.0,1203567680198535.0,147787330,187558092688.0,93571671653,74318
350,ebbrt,6,64,12,0x1B00,135,175441.0,367985535.0,32279875122967.5,3941106,4360393396.0,1682412021,9993
351,ebbrt,6,524288,6,0x1B00,135,8197612.0,13691571572.0,5.611909570874303e+16,7914040852,11345685972385.0,5239119472360,572144
352,ebbrt,6,8192,8,0x1700,135,318970.0,665420715.0,106124622731775.0,10862247,13965915185.0,5049099483,20954
353,ebbrt,3,524288,16,0x1800,135,6918022.0,13776864378.0,4.765432542901016e+16,5057230306,6410047293169.0,4225362189011,274079
354,ebbrt,8,64,40,0x1C00,135,471520.0,1181898056.0,278644285682560.0,8599180,11713029210.0,5310264316,9989
355,linux,0,65536,8,0x1100,135,1415226.0,2842205146.0,2011181309976498.0,1972294707164,306663334449908.0,224151287165864,76538
356,linux,5,524288,12,0x1500,135,7923363.0,14021641284.0,5.554927687445905e+16,29487922055131,4055034628994710.0,2779325952189285,383474
357,linux,6,64,1,0x1600,135,269255.0,493732114.0,66469920177535.0,3715145565906,254309316880176.0,136032387262244,10010
358,ebbrt,8,8192,40,0x1800,135,472568.0,1184825751.0,279955367749284.0,11966648,12276920222.0,6072621220,9999
359,linux,7,64,32,0x1500,135,469906.0,922764870.0,216806374501110.0,8959004186296,602079512010902.0,320955078674811,9719
360,linux,2,8192,28,0x1500,135,581057.0,1097421866.0,318832328596181.0,3426142916316,347806689317279.0,208886179611375,13213
361,ebbrt,1,524288,8,0x1200,135,7040170.0,13846872266.0,4.874216736046261e+16,54644472270,18645400890316.0,4547257454136,393697
362,ebbrt,7,64,80,0x1200,135,944662.0,2368782541.0,1118849426373071.0,16634129,22842923081.0,10244294234,9988
363,linux,3,8192,40,0x1B00,135,993902.0,1708001271.0,848792939624721.0,8396379290464,793103105350481.0,473502809259972,14356
364,ebbrt,1,65536,16,0x1000,135,994694.0,2336572902.0,1162087523090994.0,121650277,141994124681.0,92422228499,44692
365,linux,2,64,8,0x1700,135,280894.0,497578405.0,69883394247035.0,1393819065253,95234768040940.0,51029394065743,9984
366,linux,2,8192,28,0xF00,135,594663.0,1336029116.0,397243541103954.0,4184120556824,423130314196859.0,253968383927095,15889
367,ebbrt,8,65536,24,0x1A00,135,1144988.0,2514810710.0,1439714042610740.0,122349794,146212885964.0,115919366275,34883
